STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FIN,Finland,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISR,Israel,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ITA,Italy,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JPN,Japan,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LUX,Luxembourg,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MLT,Malta,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NLD,Netherlands,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NZL,New Zealand,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NOR,Norway,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRT,Portugal,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SGP,Singapore,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ESP,Spain,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWE,Sweden,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHE,Switzerland,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GBR,United Kingdom,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,USA,United States,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,3.1293518560877662,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,1.9653267765312936,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AZE,Azerbaijan,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGD,Bangladesh,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEN,Benin,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,2.745101810897295,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BTN,Bhutan,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BIH,Bosnia and Herzegovina,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,0.3505643126769757,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,2.569855296501989,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BFA,Burkina Faso,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,5.770462274415049,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CPV,Cabo Verde,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COK,Cook Islands,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,0.1768082772935862,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2008,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
